#AGE= 7.000 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
 140  0.815060  3.7832  4.1546  0.2808  4.7111  4.6334  4.0744  3.7509  3.4507  3.0553  2.7807  2.7508  3.8658  4.2125
 141  0.816495  3.7832  4.1466  0.2894  4.6894  4.6116  4.0530  3.7295  3.4293  3.0338  2.7592  2.7292  3.8444  4.1911
 142  0.817918  3.7831  4.1383  0.2980  4.6684  4.5901  4.0314  3.7078  3.4075  3.0117  2.7370  2.7070  3.8228  4.1695
 143  0.819327  3.7830  4.1299  0.3067  4.6478  4.5688  4.0098  3.6860  3.3855  2.9894  2.7145  2.6844  3.8010  4.1479
 144  0.820724  3.7828  4.1211  0.3155  4.6281  4.5480  3.9880  3.6640  3.3632  2.9665  2.6914  2.6611  3.7791  4.1263
 145  0.822108  3.7825  4.1121  0.3243  4.6093  4.5277  3.9661  3.6416  3.3405  2.9431  2.6675  2.6371  3.7570  4.1047
 146  0.823479  3.7822  4.1027  0.3331  4.5919  4.5081  3.9441  3.6190  3.3174  2.9191  2.6429  2.6124  3.7346  4.0831
 147  0.824837  3.7819  4.0931  0.3420  4.5749  4.4886  3.9220  3.5963  3.2940  2.8948  2.6180  2.5872  3.7122  4.0614
 148  0.826181  3.7814  4.0830  0.3509  4.5599  4.4704  3.8997  3.5731  3.2702  2.8697  2.5919  2.5610  3.6895  4.0399
 149  0.827510  3.7809  4.0727  0.3598  4.5462  4.4528  3.8774  3.5497  3.2459  2.8439  2.5651  2.5339  3.6666  4.0183
 150  0.828827  3.7803  4.0620  0.3688  4.5335  4.4358  3.8549  3.5261  3.2213  2.8178  2.5378  2.5063  3.6436  3.9967
 151  0.830131  3.7795  4.0507  0.3778  4.5239  4.4205  3.8323  3.5020  3.1961  2.7904  2.5089  2.4770  3.6203  3.9754
 152  0.831423  3.7786  4.0389  0.3868  4.5163  4.4064  3.8098  3.4776  3.1704  2.7623  2.4790  2.4467  3.5969  3.9542
 153  0.832704  3.7776  4.0266  0.3958  4.5083  4.3917  3.7878  3.4537  3.1449  2.7341  2.4489  2.4161  3.5738  3.9336
 154  0.833979  3.7765  4.0136  0.4048  4.4998  4.3764  3.7666  3.4304  3.1197  2.7058  2.4183  2.3851  3.5513  3.9138
 155  0.835245  3.7753  4.0004  0.4138  4.4913  4.3610  3.7457  3.4073  3.0947  2.6775  2.3875  2.3539  3.5290  3.8943
 156  0.836515  3.7740  3.9869  0.4228  4.4831  4.3454  3.7251  3.3843  3.0698  2.6491  2.3564  2.3224  3.5068  3.8751
 157  0.837791  3.7725  3.9727  0.4318  4.4762  4.3303  3.7050  3.3616  3.0448  2.6202  2.3246  2.2900  3.4848  3.8565
 158  0.839083  3.7708  3.9576  0.4408  4.4723  4.3167  3.6856  3.3391  3.0196  2.5903  2.2913  2.2562  3.4633  3.8389
 159  0.840409  3.7687  3.9411  0.4496  4.4751  4.3067  3.6667  3.3164  2.9935  2.5586  2.2552  2.2194  3.4418  3.8225
 160  0.841790  3.7660  3.9225  0.4582  4.4867  4.3013  3.6496  3.2942  2.9671  2.5248  2.2157  2.1789  3.4213  3.8087
 161  0.843259  3.7624  3.9006  0.4662  4.5135  4.3041  3.6362  3.2737  2.9407  2.4882  2.1711  2.1330  3.4031  3.7999
 162  0.844300  3.7591  3.8836  0.4708  4.5442  4.3132  3.6308  3.2620  2.9238  2.4621  2.1379  2.0987  3.3934  3.7987
 163  0.845340  3.7552  3.8652  0.4741  4.5896  4.3299  3.6301  3.2537  2.9093  2.4364  2.1035  2.0630  3.3874  3.8033
 164  0.846380  3.7507  3.8454  0.4762  4.6522  4.3539  3.6340  3.2490  2.8978  2.4111  2.0679  2.0262  3.3854  3.8135
 165  0.847415  3.7454  3.8236  0.4775  4.7277  4.3866  3.6426  3.2471  2.8876  2.3852  2.0296  1.9863  3.3866  3.8298
 166  0.848446  3.7397  3.7990  0.4796  4.8101  4.4235  3.6520  3.2443  2.8751  2.3553  1.9858  1.9402  3.3874  3.8483
 167  0.849459  3.7339  3.7711  0.4850  4.8887  4.4538  3.6547  3.2345  2.8556  2.3179  1.9340  1.8860  3.3811  3.8606
 168  0.850396  3.7289  3.7413  0.4952  4.9456  4.4675  3.6444  3.2132  2.8258  2.2722  1.8756  1.8254  3.3627  3.8589
 169  0.851217  3.7250  3.7125  0.5090  4.9763  4.4641  3.6223  3.1824  2.7883  2.2222  1.8158  1.7638  3.3343  3.8437
 170  0.851936  3.7221  3.6852  0.5248  4.9872  4.4486  3.5926  3.1461  2.7469  2.1711  1.7569  1.7035  3.2997  3.8193
 171  0.852582  3.7197  3.6594  0.5417  4.9847  4.4254  3.5583  3.1067  2.7034  2.1199  1.6997  1.6452  3.2615  3.7891
 172  0.853178  3.7179  3.6347  0.5592  4.9730  4.3970  3.5211  3.0654  2.6588  2.0690  1.6440  1.5885  3.2212  3.7552
 173  0.853737  3.7163  3.6110  0.5770  4.9551  4.3652  3.4821  3.0229  2.6135  2.0185  1.5895  1.5332  3.1795  3.7188
 174  0.854269  3.7150  3.5879  0.5951  4.9327  4.3310  3.4417  2.9796  2.5679  1.9683  1.5359  1.4789  3.1369  3.6806
 175  0.854783  3.7139  3.5654  0.6132  4.9075  4.2955  3.4006  2.9360  2.5222  1.9186  1.4832  1.4255  3.0940  3.6414
 176  0.855278  3.7128  3.5433  0.6315  4.8795  4.2584  3.3588  2.8920  2.4762  1.8692  1.4311  1.3728  3.0504  3.6012
 177  0.855756  3.7119  3.5215  0.6498  4.8498  4.2204  3.3164  2.8476  2.4302  1.8199  1.3794  1.3206  3.0065  3.5603
 178  0.856220  3.7111  3.5000  0.6682  4.8182  4.1814  3.2736  2.8030  2.3840  1.7708  1.3282  1.2689  2.9623  3.5187
 179  0.856671  3.7102  3.4785  0.6866  4.7865  4.1422  3.2307  2.7584  2.3379  1.7218  1.2772  1.2174  2.9181  3.4770
 180  0.857110  3.7095  3.4572  0.7050  4.7540  4.1026  3.1875  2.7136  2.2917  1.6727  1.2262  1.1660  2.8736  3.4349
 181  0.857537  3.7087  3.4359  0.7235  4.7209  4.0626  3.1441  2.6686  2.2453  1.6238  1.1754  1.1147  2.8290  3.3925
 182  0.857849  3.7082  3.4201  0.7374  4.6957  4.0325  3.1116  2.6350  2.2107  1.5873  1.1376  1.0766  2.7956  3.3607
 183  0.858162  3.7077  3.4040  0.7515  4.6699  4.0017  3.0783  2.6007  2.1754  1.5500  1.0990  1.0377  2.7615  3.3282
 184  0.858474  3.7071  3.3874  0.7661  4.6437  3.9699  3.0440  2.5652  2.1389  1.5115  1.0591  0.9975  2.7263  3.2947
 185  0.858784  3.7065  3.3702  0.7811  4.6160  3.9368  3.0084  2.5285  2.1012  1.4717  1.0181  0.9560  2.6898  3.2598
 186  0.859091  3.7060  3.3520  0.7973  4.5861  3.9012  2.9702  2.4892  2.0608  1.4293  0.9743  0.9119  2.6508  3.2224
 187  0.859396  3.7054  3.3328  0.8141  4.5552  3.8642  2.9305  2.4482  2.0187  1.3849  0.9284  0.8656  2.6100  3.1835
 188  0.859698  3.7047  3.3128  0.8318  4.5230  3.8256  2.8889  2.4053  1.9746  1.3385  0.8804  0.8173  2.5674  3.1428
 189  0.859997  3.7041  3.2918  0.8503  4.4890  3.7851  2.8453  2.3603  1.9284  1.2898  0.8301  0.7666  2.5227  3.1001
 190  0.860291  3.7033  3.2695  0.8698  4.4536  3.7425  2.7993  2.3129  1.8796  1.2384  0.7769  0.7129  2.4756  3.0551
 191  0.860583  3.7026  3.2467  0.8898  4.4171  3.6989  2.7523  2.2643  1.8296  1.1858  0.7224  0.6580  2.4273  3.0091
 192  0.860870  3.7018  3.2227  0.9108  4.3795  3.6535  2.7031  2.2134  1.7772  1.1304  0.6650  0.6000  2.3767  2.9611
